اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
دورات لغات 97,تعليم,3790000,333000,607000,188000,37000,119,0.1417,طلاب,طلاب المدارس,اونلاين,مرتفع,12,محتوى تعليمي,12,سبورة ذكية,صنعاء,44,0,0.376645,0.351573,0.355769,4,15.147877,0.672451,0.785714,1.0,0.380952,0,44
صيدلية متخصصة 98,صحة,2940000,226000,529000,94000,18000,338,0.3951,عائلات,قرب المستشفيات,حجز هاتفي,مرتفع,12,تعاون أطباء,15,أجهزة طبية,صنعاء,14,1,0.274946,0.298222,0.227163,10,14.89392,0.576269,1.0,1.0,0.380952,1,14
عيادة مصغرة 99,صحة,2657000,183000,348000,120000,68000,76,0.1293,موظفون,قرب المستشفيات,حجز هاتفي,مرتفع,8,تعاون أطباء,5,معدات تعقيم,صنعاء,59,0,0.241086,0.174419,0.175481,6,14.792709,0.537937,0.285714,1.0,0.190476,0,59
خدمة صيانة 100,خدمات,1772000,170000,315000,100000,22000,857,0.1429,عائلات,قرب الجامعات,واتساب,مرتفع,20,توصيات العملاء,4,حاسوب,صنعاء,39,0,0.1352,0.151847,0.159856,1,14.38762,0.384517,0.214286,1.0,0.761905,0,39
متجر مستلزمات 101,تجارة,5387000,307000,691000,246000,20000,526,0.1997,طلاب,محلي,محل,مرتفع,22,سوشيال ميديا,7,ثلاجات,صنعاء,39,0,0.56772,0.409029,0.324519,3,15.499499,0.805621,0.428571,1.0,0.857143,0,39
بقالة تخصصية 102,تجارة,5554000,387000,697000,290000,33000,1213,0.0287,طلاب,محلي,توصيل,مرتفع,15,لافتات,7,رفوف,صنعاء,278,0,0.5877,0.413133,0.420673,12,15.530029,0.817184,0.428571,1.0,0.52381,0,278
خدمة تقنية 103,تقنية,6487000,559000,1031000,165000,70000,347,0.2978,موظفون,طلاب الجامعات,تطبيقات المراسلة,مرتفع,16,سوشيال ميديا,4,حاسوب,صنعاء,21,1,0.69933,0.641587,0.627404,0,15.685311,0.875994,0.214286,1.0,0.571429,1,21
مركز تدريبي 104,تعليم,1519000,110000,196000,66000,12000,201,0.102,أولياء أمور,محلي,هجين,متوسط,8,إعلانات محلية,8,سبورة ذكية,صنعاء,76,0,0.104929,0.070451,0.08774,7,14.233563,0.326171,0.5,0.0,0.190476,0,76
مختبر تحاليل 105,صحة,5976000,356000,723000,177000,33000,61,0.2628,عائلات,قرب المستشفيات,اونلاين,مرتفع,8,توعية صحية,5,حاسوب,صنعاء,31,0,0.638191,0.430917,0.383413,9,15.603262,0.844919,0.285714,1.0,0.190476,0,31
متجر إلكتروني 106,تقنية,7206000,596000,1100000,290000,38000,346,0.1945,موظفون,الأحياء التجارية,اونلاين,مرتفع,14,عروض افتتاح,2,حاسوب,صنعاء,34,0,0.785355,0.688782,0.671875,5,15.790425,0.915804,0.071429,1.0,0.47619,0,34
بوفيه 107,تجارة,5004000,425000,789000,247000,6000,1075,0.1483,موظفون,أحياء سكنية,اونلاين,مرتفع,14,سوشيال ميديا,7,نقاط بيع,صنعاء,43,0,0.521895,0.47606,0.466346,8,15.425748,0.777689,0.428571,1.0,0.47619,0,43
متجر مستلزمات 108,تجارة,1253000,101000,209000,40000,28000,2249,0.3254,طلاب,قرب الجامعات,توصيل,متوسط,13,سوشيال ميديا,2,رفوف,صنعاء,18,1,0.073104,0.079343,0.076923,3,14.041052,0.253261,0.071429,0.0,0.428571,1,18
بقالة تخصصية 109,تجارة,2502000,176000,430000,116000,6000,1110,0.3209,طلاب,أحياء سكنية,محل,مرتفع,23,سوشيال ميديا,6,نقاط بيع,صنعاء,18,1,0.222541,0.230506,0.167067,12,14.732601,0.515172,0.357143,1.0,0.904762,1,18
دورات لغات 110,تعليم,4212000,347000,637000,207000,22000,498,0.1303,طلاب,طلاب الجامعات,اونلاين,متوسط,7,شراكات مدارس,3,أجهزة عرض,صنعاء,51,0,0.427136,0.372093,0.372596,4,15.253448,0.712434,0.142857,0.0,0.142857,0,51
مختبر تحاليل 111,صحة,6020000,459000,876000,205000,68000,388,0.242,طلاب,محلي,مباشر,مرتفع,10,تعاون أطباء,3,حاسوب,صنعاء,28,0,0.643455,0.535568,0.507212,9,15.610598,0.847698,0.142857,1.0,0.285714,0,28
مركز تدريبي 112,تعليم,2650000,187000,437000,56000,30000,264,0.4439,خريجون,طلاب المدارس,اونلاين,متوسط,6,إعلانات محلية,11,حاسوب,صنعاء,14,1,0.240249,0.235294,0.180288,7,14.790071,0.536938,0.714286,0.0,0.095238,1,14
خدمة طباعة 113,خدمات,1352000,93000,199000,51000,31000,519,0.2764,طلاب,محلي,مباشر,مرتفع,11,توصيات العملاء,2,معدات خدمية,صنعاء,25,0,0.084949,0.072503,0.067308,1,14.117096,0.282061,0.071429,1.0,0.333333,0,25
خدمة صيانة 114,خدمات,2496000,172000,384000,76000,15000,586,0.3542,طلاب,محلي,مباشر,مرتفع,15,عروض باقات,8,حاسوب,صنعاء,18,1,0.221823,0.199042,0.16226,1,14.7302,0.514263,0.5,1.0,0.52381,1,18
عيادة مصغرة 115,صحة,8979000,869000,1514000,534000,38000,83,0.0733,عائلات,قرب المستشفيات,اونلاين,مرتفع,9,تعاون أطباء,13,حاسوب,صنعاء,81,0,0.997487,0.971956,1.0,6,16.010399,0.999115,0.857143,1.0,0.238095,0,81
دورات لغات 116,تعليم,2633000,146000,335000,67000,9000,313,0.3642,خريجون,طلاب الجامعات,هجين,مرتفع,9,محتوى تعليمي,9,سبورة ذكية,صنعاء,22,1,0.238215,0.165527,0.13101,4,14.783635,0.5345,0.571429,1.0,0.238095,1,22
صيدلية متخصصة 117,صحة,8997000,726000,1468000,457000,16000,410,0.1941,طلاب,قرب المستشفيات,حجز هاتفي,مرتفع,10,توعية صحية,12,حاسوب,صنعاء,32,0,0.999641,0.940492,0.828125,10,16.012402,0.999874,0.785714,1.0,0.285714,0,32
خدمة صيانة 118,خدمات,1492000,127000,266000,84000,42000,510,0.2068,شركات صغيرة,محلي,اونلاين,متوسط,10,توصيات العملاء,1,حاسوب,صنعاء,27,0,0.101699,0.118331,0.108173,1,14.215629,0.319378,0.0,0.0,0.285714,0,27
منصة تعليم 119,تعليم,1446000,115000,256000,65000,25000,291,0.2969,طلاب,طلاب الجامعات,هجين,مرتفع,7,شراكات مدارس,11,حاسوب,صنعاء,19,1,0.096195,0.111491,0.09375,11,14.184312,0.307518,0.714286,1.0,0.142857,1,19
دورات لغات 120,تعليم,3902000,329000,600000,82000,38000,404,0.315,خريجون,طلاب المدارس,هجين,متوسط,8,شراكات مدارس,2,سبورة ذكية,صنعاء,21,1,0.390045,0.346785,0.350962,4,15.177,0.68348,0.071429,0.0,0.190476,1,21
خدمة صيانة 121,خدمات,2019000,174000,358000,105000,18000,149,0.2207,عائلات,قرب الجامعات,مباشر,مرتفع,6,سوشيال ميديا,7,معدات متنقلة,صنعاء,26,0,0.164752,0.181259,0.164663,1,14.518113,0.433939,0.428571,1.0,0.095238,0,26
مركز تدريبي 122,تعليم,3974000,320000,553000,134000,12000,236,0.179,أولياء أمور,طلاب الجامعات,اونلاين,متوسط,11,إعلانات محلية,8,سبورة ذكية,صنعاء,40,0,0.39866,0.314637,0.340144,7,15.195284,0.690405,0.5,0.0,0.333333,0,40
متجر إلكتروني 123,تقنية,1519000,149000,268000,56000,69000,510,0.2351,طلاب,محلي,مباشر,مرتفع,17,إحالات,8,سيرفر بسيط,صنعاء,24,1,0.104929,0.119699,0.134615,5,14.233563,0.326171,0.5,1.0,0.619048,1,24
مركز تدريبي 124,تعليم,2590000,153000,325000,99000,15000,228,0.2246,خريجون,محلي,اونلاين,مرتفع,6,إعلانات محلية,5,حاسوب,صنعاء,35,0,0.23307,0.158687,0.139423,7,14.767169,0.528264,0.285714,1.0,0.095238,0,35
مركز تدريب رقمي 125,تقنية,3915000,359000,677000,198000,18000,145,0.1773,موظفون,محلي,مباشر,مرتفع,13,إحالات,4,سيرفر بسيط,صنعاء,33,0,0.391601,0.399453,0.387019,2,15.180326,0.68474,0.214286,1.0,0.428571,0,33
منصة تعليم 126,تعليم,3836000,308000,604000,96000,21000,414,0.3311,طلاب,طلاب الجامعات,هجين,مرتفع,9,شراكات مدارس,3,أجهزة عرض,صنعاء,19,1,0.382149,0.349521,0.325721,11,15.159941,0.67702,0.142857,1.0,0.238095,1,19
متجر إلكتروني 127,تقنية,1485000,87000,190000,58000,24000,549,0.2368,موظفون,محلي,مباشر,مرتفع,8,إحالات,5,أجهزة شبكات,صنعاء,33,0,0.100861,0.066347,0.060096,5,14.210926,0.317597,0.285714,1.0,0.190476,0,33
خدمة لوجستية 128,خدمات,2248000,189000,381000,109000,26000,103,0.2178,عائلات,الأحياء النشطة,اونلاين,متوسط,10,توصيات العملاء,5,معدات متنقلة,صنعاء,27,0,0.192151,0.19699,0.182692,1,14.625552,0.474629,0.285714,0.0,0.285714,0,27
مركز تدريب رقمي 129,تقنية,4961000,349000,674000,292000,50000,466,0.049,شركات صغيرة,الأحياء التجارية,تطبيقات المراسلة,متوسط,13,عروض افتتاح,6,حاسوب,صنعاء,150,0,0.51675,0.397401,0.375,2,15.417118,0.774421,0.357143,0.0,0.428571,0,150
متجر مستلزمات 130,تجارة,1077000,80000,191000,22000,16000,1209,0.466,موظفون,أحياء سكنية,اونلاين,مرتفع,11,عروض أسبوعية,7,رفوف,صنعاء,12,1,0.052046,0.067031,0.051683,3,13.889691,0.195935,0.428571,1.0,0.333333,1,12
متجر مستلزمات 131,تجارة,3805000,339000,585000,149000,12000,681,0.1658,طلاب,قرب الجامعات,اونلاين,متوسط,24,عروض أسبوعية,8,نقاط بيع,صنعاء,39,0,0.37844,0.336525,0.362981,3,15.151827,0.673947,0.5,0.0,0.952381,0,39
دورات لغات 132,تعليم,3018000,176000,397000,128000,38000,493,0.2343,خريجون,محلي,اونلاين,مرتفع,13,إعلانات محلية,5,أجهزة عرض,صنعاء,32,0,0.284279,0.207934,0.167067,4,14.920105,0.586186,0.285714,1.0,0.428571,0,32
خدمة صيانة 133,خدمات,5175000,390000,868000,129000,22000,884,0.4021,طلاب,قرب الجامعات,مباشر,مرتفع,17,سوشيال ميديا,9,معدات متنقلة,صنعاء,15,1,0.542355,0.530096,0.424279,1,15.45935,0.790415,0.571429,1.0,0.619048,1,15
منصة تعليم 134,تعليم,4211000,359000,671000,120000,17000,316,0.2861,خريجون,محلي,مباشر,متوسط,8,محتوى تعليمي,10,سبورة ذكية,صنعاء,22,1,0.427016,0.395349,0.387019,11,15.253211,0.712344,0.642857,0.0,0.190476,1,22
خدمة لوجستية 135,خدمات,1706000,96000,229000,57000,10000,714,0.3319,طلاب,قرب الجامعات,واتساب,مرتفع,5,سوشيال ميديا,8,حاسوب,صنعاء,22,1,0.127303,0.093023,0.070913,1,14.349663,0.370141,0.5,1.0,0.047619,1,22
بقالة تخصصية 136,تجارة,5133000,318000,704000,115000,24000,811,0.3849,عائلات,محلي,توصيل,مرتفع,21,لافتات,3,رفوف,صنعاء,19,1,0.53733,0.417921,0.33774,12,15.451201,0.787329,0.142857,1.0,0.809524,1,19
مختبر تحاليل 137,صحة,2897000,266000,478000,91000,11000,264,0.2531,موظفون,أحياء مكتظة,اونلاين,مرتفع,5,تعاون أطباء,3,حاسوب,صنعاء,24,1,0.269801,0.263338,0.27524,9,14.879187,0.570689,0.142857,1.0,0.047619,1,24
بوفيه 138,تجارة,5666000,365000,839000,139000,26000,1726,0.3993,طلاب,أحياء سكنية,اونلاين,متوسط,20,عروض أسبوعية,4,رفوف,صنعاء,17,1,0.601101,0.51026,0.394231,8,15.549994,0.824745,0.214286,0.0,0.761905,1,17
خدمة طباعة 139,خدمات,4795000,457000,833000,195000,23000,167,0.2173,طلاب,محلي,اونلاين,مرتفع,20,سوشيال ميديا,2,معدات خدمية,صنعاء,26,0,0.496889,0.506156,0.504808,1,15.383084,0.761531,0.071429,1.0,0.761905,0,26
دورات لغات 140,تعليم,4325000,316000,597000,88000,20000,179,0.3233,طلاب,طلاب المدارس,هجين,مرتفع,12,شراكات مدارس,12,حاسوب,صنعاء,22,1,0.440656,0.344733,0.335337,4,15.279923,0.722461,0.785714,1.0,0.380952,1,22
خدمة تقنية 141,تقنية,5224000,430000,922000,151000,44000,338,0.3698,شركات صغيرة,الأحياء التجارية,مباشر,مرتفع,18,إحالات,3,أجهزة شبكات,صنعاء,15,1,0.548217,0.567031,0.472356,0,15.468774,0.793985,0.142857,1.0,0.666667,1,15
بوفيه 142,تجارة,4710000,398000,734000,193000,25000,472,0.1948,موظفون,قرب الجامعات,محل,متوسط,18,عروض أسبوعية,10,نقاط بيع,صنعاء,33,0,0.486719,0.43844,0.433894,8,15.365199,0.754757,0.642857,0.0,0.666667,0,33
متجر مستلزمات 143,تجارة,2737000,174000,414000,77000,5000,1423,0.3937,موظفون,أحياء سكنية,توصيل,مرتفع,22,عروض أسبوعية,9,رفوف,صنعاء,17,1,0.250658,0.219562,0.164663,3,14.822373,0.549172,0.571429,1.0,0.857143,1,17
عيادة مصغرة 144,صحة,6546000,366000,907000,198000,70000,268,0.3782,عائلات,قرب المستشفيات,مباشر,متوسط,4,توعية صحية,3,معدات تعقيم,صنعاء,19,1,0.706389,0.556772,0.395433,6,15.694365,0.879423,0.142857,0.0,0.0,1,19
منصة تعليم 145,تعليم,2254000,201000,374000,133000,39000,237,0.107,أولياء أمور,طلاب المدارس,مباشر,مرتفع,15,شراكات مدارس,12,حاسوب,صنعاء,56,0,0.192869,0.192202,0.197115,11,14.628217,0.475639,0.785714,1.0,0.52381,0,56
بقالة تخصصية 146,تجارة,4560000,277000,642000,189000,6000,2453,0.2741,طلاب,أحياء سكنية,اونلاين,مرتفع,22,عروض أسبوعية,10,نقاط بيع,صنعاء,26,0,0.468772,0.375513,0.288462,12,15.332833,0.742499,0.642857,1.0,0.857143,0,26
خدمة صيانة 147,خدمات,2458000,159000,329000,64000,47000,677,0.3222,عائلات,الأحياء النشطة,مباشر,مرتفع,7,عروض باقات,4,معدات خدمية,صنعاء,23,1,0.217277,0.161423,0.146635,1,14.714859,0.508453,0.214286,1.0,0.142857,1,23
مركز تدريب رقمي 148,تقنية,4942000,378000,725000,271000,59000,313,0.1048,طلاب,محلي,تطبيقات المراسلة,متوسط,9,عروض افتتاح,3,حاسوب,صنعاء,65,0,0.514477,0.432285,0.409856,2,15.413281,0.772967,0.142857,0.0,0.238095,0,65
خدمة صيانة 149,خدمات,2163000,176000,337000,71000,44000,888,0.2671,عائلات,محلي,واتساب,مرتفع,13,توصيات العملاء,5,معدات متنقلة,صنعاء,24,1,0.181981,0.166895,0.167067,1,14.587007,0.460031,0.285714,1.0,0.428571,1,24
عيادة مصغرة 150,صحة,5669000,322000,696000,259000,73000,175,0.1652,موظفون,محلي,اونلاين,متوسط,8,سمعة وجودة,9,أجهزة طبية,صنعاء,49,0,0.60146,0.412449,0.342548,6,15.550523,0.824946,0.571429,0.0,0.190476,0,49
دورات لغات 151,تعليم,3959000,246000,509000,88000,39000,314,0.3438,طلاب,طلاب المدارس,هجين,متوسط,6,محتوى تعليمي,8,أجهزة عرض,صنعاء,23,1,0.396865,0.284542,0.251202,4,15.191502,0.688973,0.5,0.0,0.095238,1,23
خدمة تقنية 152,تقنية,4575000,318000,777000,161000,51000,539,0.3835,شركات صغيرة,الأحياء التجارية,تطبيقات المراسلة,مرتفع,8,سوشيال ميديا,6,سيرفر بسيط,صنعاء,15,1,0.470567,0.467852,0.33774,0,15.336117,0.743743,0.357143,1.0,0.190476,1,15
دورات لغات 153,تعليم,1852000,142000,323000,51000,32000,397,0.4025,خريجون,طلاب الجامعات,اونلاين,مرتفع,15,محتوى تعليمي,3,حاسوب,صنعاء,14,1,0.144771,0.157319,0.126202,4,14.431777,0.401241,0.142857,1.0,0.52381,1,14
مركز تدريبي 154,تعليم,2147000,151000,326000,65000,36000,276,0.3374,أولياء أمور,طلاب الجامعات,اونلاين,مرتفع,14,إعلانات محلية,10,أجهزة عرض,صنعاء,20,1,0.180067,0.159371,0.137019,7,14.579583,0.457219,0.642857,1.0,0.47619,1,20
خدمة طباعة 155,خدمات,4834000,320000,795000,204000,18000,249,0.3409,طلاب,قرب الجامعات,واتساب,مرتفع,8,توصيات العملاء,7,معدات متنقلة,صنعاء,18,1,0.501555,0.480164,0.340144,1,15.391185,0.764599,0.428571,1.0,0.190476,1,18
منصة تعليم 156,تعليم,3601000,285000,538000,179000,13000,414,0.1375,أولياء أمور,طلاب الجامعات,هجين,مرتفع,7,شراكات مدارس,9,سبورة ذكية,صنعاء,49,0,0.354032,0.304378,0.298077,11,15.096722,0.653077,0.571429,1.0,0.142857,0,49
خدمة تقنية 157,تقنية,6486000,442000,807000,142000,40000,524,0.2763,طلاب,محلي,تطبيقات المراسلة,مرتفع,9,عروض افتتاح,2,سيرفر بسيط,صنعاء,29,0,0.69921,0.488372,0.486779,0,15.685157,0.875936,0.071429,1.0,0.238095,0,29
خدمة لوجستية 158,خدمات,3725000,370000,656000,173000,5000,537,0.1723,عائلات,الأحياء النشطة,اونلاين,مرتفع,5,عروض باقات,1,معدات متنقلة,صنعاء,33,0,0.368868,0.385089,0.40024,1,15.130578,0.665899,0.0,1.0,0.047619,0,33
صيدلية متخصصة 159,صحة,7546000,552000,1317000,180000,29000,283,0.4442,موظفون,محلي,حجز هاتفي,مرتفع,7,سمعة وجودة,5,معدات تعقيم,صنعاء,13,1,0.826035,0.837209,0.61899,10,15.836528,0.933265,0.285714,1.0,0.142857,1,13
بقالة تخصصية 160,تجارة,6445000,450000,861000,347000,5000,1134,0.0743,عائلات,قرب الجامعات,محل,متوسط,17,لافتات,2,ثلاجات,صنعاء,101,0,0.694305,0.525308,0.496394,12,15.678815,0.873534,0.071429,0.0,0.619048,0,101
منصة تعليم 161,تعليم,2850000,204000,489000,117000,15000,459,0.3436,أولياء أمور,طلاب الجامعات,مباشر,مرتفع,13,شراكات مدارس,2,أجهزة عرض,صنعاء,17,1,0.264178,0.270862,0.200721,11,14.86283,0.564494,0.071429,1.0,0.428571,1,17
خدمة لوجستية 162,خدمات,3825000,277000,500000,79000,31000,699,0.288,طلاب,قرب الجامعات,مباشر,مرتفع,16,توصيات العملاء,4,معدات خدمية,صنعاء,27,0,0.380833,0.278386,0.288462,1,15.157069,0.675932,0.214286,1.0,0.571429,0,27
مختبر تحاليل 163,صحة,6578000,470000,1003000,326000,89000,321,0.2064,عائلات,محلي,حجز هاتفي,مرتفع,9,توعية صحية,15,أجهزة طبية,صنعاء,32,0,0.710218,0.622435,0.520433,9,15.699241,0.88127,1.0,1.0,0.238095,0,32
