اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
مواد غذائية جملة,تجاري,9333610,0.87,14326891,1038700,متنوع حسب الصنف,حسب الطلب اليومي,0.13,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, البيع المباشر",,2,"فيسبوك وواتساب, التسويق الشفهي",2,"أرفف، نظام محاسبي، ثلاجات",صنعاء,60.1,0,0.3132,0.208,0.8947,92,16.0491,0.6276,0.125,,0.5,0,60.1
موتور سايكل,خدمي,3300950,0.85,7624367,540059,حسب نوع الخدمة,حسب الطلب اليومي,0.15,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","البيع المباشر, تطبيقات التوصيل",,2,"التسويق الشفهي, عروض ترويجية",3,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,34.6,0,0.0677,0.0925,0.8596,170,15.0097,0.2528,0.25,,0.5,0,34.6
نجار,إنتاجي,24322705,0.76,34313206,2173170,سعر السوق المنافس,3118 وحدة/كيلو,0.24,مختلط,"تجار التجزئة، البقالات، المطاعم","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,2,"عروض ترويجية, لوحات إعلانية",6,"آلات تصنيع، أدوات تغليف",حضرموت,35.4,1,0.9232,0.5522,0.7018,132,17.0069,0.9731,0.625,,0.5,1,35.4
نظارات,تجاري,9629465,0.48,14177903,567116,متنوع حسب الصنف,حسب الطلب اليومي,0.52,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, البيع المباشر",,1,"عروض ترويجية, لوحات إعلانية",1,"أرفف، نظام محاسبي، ثلاجات",عدن,15.7,1,0.3253,0.2054,0.2105,93,16.0803,0.6389,0,,0,1,15.7
هندسة سيارات,خدمي,5987185,0.45,11608965,435336,حسب نوع الخدمة,حسب الطلب اليومي,0.55,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, البيع المباشر",,3,"لوحات إعلانية, فيسبوك وواتساب",3,"أدوات مكتبية، أجهزة كمبيوتر",عدن,11.3,1,0.177,0.1612,0.1579,171,15.6051,0.4675,0.25,,1,1,11.3
ورشه,تجاري,4727260,0.62,7047445,364118,متنوع حسب الصنف,حسب الطلب اليومي,0.38,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","وسائل التواصل الاجتماعي, تجار التجزئة",2,2,"عروض ترويجية, التسويق الشفهي",3,"أرفف، نظام محاسبي، ثلاجات",عدن,21.2,1,0.1257,0.0826,0.4561,94,15.3689,0.3823,0.25,0,0.5,1,21.2
خدمات صيانة الهواتف الذكية,خدمي,6876890,0.69,16312233,937953,حسب نوع الخدمة,حسب الطلب اليومي,0.31,أفراد (B2C),الأفراد والشركات الصغيرة,"تطبيقات التوصيل, البيع المباشر",,3,"لوحات إعلانية, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,16.3,1,0.2132,0.2422,0.5789,252,15.7437,0.5175,0,,1,1,16.3
معمل تعبئة وتغليف التمور,إنتاجي,22887835,0.71,28838541,1706280,سعر السوق المنافس,4567 وحدة/كيلو,0.29,مختلط,الأسواق المحلية وأسواق التصدير,"البيع المباشر, تطبيقات التوصيل",2,3,"التسويق الشفهي, لوحات إعلانية",6,"آلات تصنيع، أدوات تغليف",حضرموت,32.8,1,0.8649,0.4579,0.614,136,16.9461,0.9511,0.625,0,1,1,32.8
متجر بيع قطع غيار الدراجات النارية,تجاري,5246745,0.72,10729016,643741,متنوع حسب الصنف,حسب الطلب اليومي,0.28,أفراد (B2C),سائقو الدراجات النارية وورش الصيانة,"البيع المباشر, وسائل التواصل الاجتماعي",,1,"التسويق الشفهي, لوحات إعلانية",2,"أرفف، نظام محاسبي، ثلاجات",عدن,21,1,0.1469,0.146,0.6316,17,15.4731,0.4199,0.125,,0,1,21
مركز تدريب مهني (كهرباء وسباكة),خدمي,4737960,0.7,10135743,591252,حسب نوع الخدمة,حسب الطلب اليومي,0.3,أفراد (B2C),الشباب الباحث عن عمل والعمالة الفنية,"البيع المباشر, تطبيقات التوصيل",2,1,"عروض ترويجية, التسويق الشفهي",2,"أدوات مكتبية، أجهزة كمبيوتر",إب,18.7,1,0.1262,0.1358,0.5965,172,15.3711,0.3831,0.125,0,0,1,18.7
مزرعة لإنتاج الخضروات الورقية (الزراعة المائية),زراعي,6409835,0.7,15246603,889385,سعر السوق المنافس,2094 وحدة/كيلو,0.3,تجار جملة ومصانع (B2B),المطاعم والفنادق والأسر المهتمة بالصحة,"البيع المباشر, تطبيقات التوصيل",,3,"لوحات إعلانية, عروض ترويجية",4,معدات متخصصة,إب,16.8,1,0.1942,0.2238,0.5965,7,15.6733,0.4921,0.375,,1,1,16.8
ورشة صناعة الأثاث الخشبي البسيط,إنتاجي,15411210,0.77,23621861,1515736,سعر السوق المنافس,3949 وحدة/كيلو,0.23,مختلط,الأسر حديثة التكوين والمكاتب الصغيرة,"البيع المباشر, وسائل التواصل الاجتماعي",,1,"لوحات إعلانية, التسويق الشفهي",8,"آلات تصنيع، أدوات تغليف",صنعاء,34,1,0.5606,0.3681,0.7193,121,16.5506,0.8085,0.875,,0,1,34
بيع وتأجير أنظمة الطاقة الشمسية الصغيرة,تجاري,3257615,0.7,7021476,409586,متنوع حسب الصنف,حسب الطلب اليومي,0.3,أفراد (B2C),المنازل والمنشآت الصغيرة في المناطق الريفية,"وسائل التواصل الاجتماعي, البيع المباشر",,1,"فيسبوك وواتساب, لوحات إعلانية",2,"أرفف، نظام محاسبي، ثلاجات",عدن,18.6,1,0.0659,0.0821,0.5965,97,14.9965,0.248,0.125,,0,1,18.6
خدمات التوصيل السريع (دليفري),خدمي,5581655,0.7,7379086,430447,حسب نوع الخدمة,حسب الطلب اليومي,0.3,أفراد (B2C),المطاعم والمتاجر والأفراد في المدن الرئيسية,"وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,2,"التسويق الشفهي, عروض ترويجية",2,"أدوات مكتبية، أجهزة كمبيوتر",عدن,30.3,1,0.1605,0.0883,0.5965,179,15.535,0.4422,0.125,1,0.5,1,30.3
مصنع صغير لإنتاج المنظفات السائلة,إنتاجي,15937115,0.71,32305755,1911424,سعر السوق المنافس,700 وحدة/كيلو,0.29,مختلط,"محلات البقالة، الفنادق، المستشفيات","وسائل التواصل الاجتماعي, تجار التجزئة",,3,"عروض ترويجية, لوحات إعلانية",9,"آلات تصنيع، أدوات تغليف",تعز,20.4,1,0.582,0.5176,0.614,9,16.5842,0.8206,1,,1,1,20.4
متجر بيع الملابس المستعملة (البالة),تجاري,3521905,0.7,4686284,273367,متنوع حسب الصنف,حسب الطلب اليومي,0.3,أفراد (B2C),الأفراد ذوي الدخل المحدود والباحثين عن ماركات,"وسائل التواصل الاجتماعي, البيع المباشر",,2,"فيسبوك وواتساب, لوحات إعلانية",2,"أرفف، نظام محاسبي، ثلاجات",حضرموت,30.1,1,0.0767,0.0419,0.5965,44,15.0745,0.2762,0.125,,0.5,1,30.1
محل لبيع البن اليمني الفاخر,تجاري,4168720,0.69,6693253,384862,متنوع حسب الصنف,حسب الطلب اليومي,0.31,أفراد (B2C),"المقاهي، السياح، المغتربون، الأفراد ذوي الدخل المرتفع","تجار التجزئة, البيع المباشر",2,1,"عروض ترويجية, التسويق الشفهي",2,"أرفف، نظام محاسبي، ثلاجات",تعز,24.1,1,0.103,0.0765,0.5789,95,15.2431,0.337,0.125,0,0,1,24.1
خدمات تصميم الجرافيك والتسويق الرقمي,خدمي,2053330,0.64,4267324,227591,حسب نوع الخدمة,حسب الطلب اليومي,0.36,أفراد (B2C),الشركات الناشئة والمشاريع الصغيرة,"وسائل التواصل الاجتماعي, البيع المباشر",3,1,"لوحات إعلانية, عروض ترويجية",1,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,16,1,0.0169,0.0347,0.4912,183,14.535,0.0816,0,1,0,1,16
مزرعة لتربية النحل وإنتاج العسل,زراعي,12430190,0.75,30709058,1919316,سعر السوق المنافس,4451 وحدة/كيلو,0.25,تجار جملة ومصانع (B2B),"الأفراد، الصيدليات، محلات العطارة","تطبيقات التوصيل, وسائل التواصل الاجتماعي",2,3,"لوحات إعلانية, عروض ترويجية",4,معدات متخصصة,عدن,19.4,1,0.4392,0.4901,0.6842,108,16.3356,0.731,0.375,0,1,1,19.4
ورشة تصنيع الخزف والفخار,إنتاجي,10273605,0.71,12574214,743974,سعر السوق المنافس,2061 وحدة/كيلو,0.29,مختلط,"الأسواق المحلية، السياح، محلات الهدايا","البيع المباشر, وسائل التواصل الاجتماعي",,3,"عروض ترويجية, فيسبوك وواتساب",5,"آلات تصنيع، أدوات تغليف",عدن,33.8,1,0.3515,0.1778,0.614,219,16.1451,0.6623,0.5,,1,1,33.8
محل بيع وتعبئة الغاز المنزلي,تجاري,7175420,0.69,16395446,942738,متنوع حسب الصنف,حسب الطلب اليومي,0.31,أفراد (B2C),الأسر والمطاعم الصغيرة,"تطبيقات التوصيل, البيع المباشر",2,1,"التسويق الشفهي, فيسبوك وواتساب",2,"أرفف، نظام محاسبي، ثلاجات",إب,16.9,1,0.2254,0.2436,0.5789,178,15.7862,0.5328,0.125,0,0,1,16.9
خدمات غسيل السيارات المتنقلة,خدمي,7418845,0.69,16825460,967464,حسب نوع الخدمة,حسب الطلب اليومي,0.31,أفراد (B2C),أصحاب السيارات الخاصة والشركات,"تجار التجزئة, تطبيقات التوصيل",3,2,"فيسبوك وواتساب, لوحات إعلانية",2,"أدوات مكتبية، أجهزة كمبيوتر",تعز,17.1,1,0.2353,0.251,0.5789,192,15.8195,0.5448,0.125,1,0.5,1,17.1
مشروع زراعة وإنتاج الحبوب (القمح والشعير),زراعي,6889195,0.78,8506512,552923,سعر السوق المنافس,1336 وحدة/كيلو,0.22,تجار جملة ومصانع (B2B),"المطاحن، المخابز، الأسر","تجار التجزئة, تطبيقات التوصيل",2,2,"لوحات إعلانية, التسويق الشفهي",5,معدات متخصصة,حضرموت,44.2,1,0.2137,0.1077,0.7368,206,15.7455,0.5181,0.5,0,0.5,1,44.2
مصنع صغير لإنتاج المياه المعبأة,إنتاجي,17952460,0.74,22846525,1408869,سعر السوق المنافس,3934 وحدة/كيلو,0.26,مختلط,"محلات البقالة، المساجد، الشركات","البيع المباشر, تطبيقات التوصيل",2,2,"فيسبوك وواتساب, التسويق الشفهي",4,"آلات تصنيع، أدوات تغليف",إب,36.3,1,0.664,0.3547,0.6667,135,16.7032,0.8635,0.375,0,0.5,1,36.3
متجر بيع الأجهزة الكهربائية المستعملة,تجاري,9917295,0.7,15675630,914412,متنوع حسب الصنف,حسب الطلب اليومي,0.3,أفراد (B2C),الأسر ذوي الدخل المحدود,"تجار التجزئة, وسائل التواصل الاجتماعي",3,1,"لوحات إعلانية, فيسبوك وواتساب",2,"أرفف، نظام محاسبي، ثلاجات",صنعاء,25.3,1,0.337,0.2312,0.5965,23,16.1098,0.6495,0.125,1,0,1,25.3
خدمات تنظيم الفعاليات والمناسبات,خدمي,5901585,0.62,12975608,670406,حسب نوع الخدمة,حسب الطلب اليومي,0.38,أفراد (B2C),الأفراد والشركات والمؤسسات,"البيع المباشر, تطبيقات التوصيل",2,1,"عروض ترويجية, التسويق الشفهي",3,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,14.4,1,0.1735,0.1847,0.4561,175,15.5907,0.4623,0.25,0,0,1,14.4
مزرعة لتربية المواشي (الأغنام والأبقار),زراعي,12865145,0.75,17054405,1065900,سعر السوق المنافس,3903 وحدة/كيلو,0.25,تجار جملة ومصانع (B2B),"الجزارين، المطاعم، الأسر","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3,2,"التسويق الشفهي, لوحات إعلانية",4,معدات متخصصة,إب,36.2,1,0.4569,0.2549,0.6842,111,16.37,0.7434,0.375,1,0.5,1,36.2
ورشة تصنيع الأكياس البلاستيكية,إنتاجي,17655000,0.74,31185531,1923108,سعر السوق المنافس,1143 وحدة/كيلو,0.26,مختلط,"المتاجر، المصانع، الأسواق","تطبيقات التوصيل, تجار التجزئة",2,3,"لوحات إعلانية, عروض ترويجية",5,"آلات تصنيع، أدوات تغليف",تعز,26.1,1,0.6519,0.4983,0.6667,246,16.6865,0.8575,0.5,0,1,1,26.1
محل بيع وتأجير فساتين الزفاف,تجاري,4163905,0.7,9267332,540594,متنوع حسب الصنف,حسب الطلب اليومي,0.3,أفراد (B2C),العرائس وأسرهم,"تجار التجزئة, البيع المباشر",2,1,"لوحات إعلانية, فيسبوك وواتساب",3,"أرفف، نظام محاسبي، ثلاجات",عدن,18,1,0.1028,0.1208,0.5965,64,15.242,0.3366,0.25,0,0,1,18
خدمات الترجمة والتدقيق اللغوي,خدمي,5214110,0.66,11798453,648915,حسب نوع الخدمة,حسب الطلب اليومي,0.34,أفراد (B2C),"الطلاب، الباحثون، الشركات","تطبيقات التوصيل, البيع المباشر",3,1,"فيسبوك وواتساب, عروض ترويجية",3,"أدوات مكتبية، أجهزة كمبيوتر",عدن,15.6,1,0.1456,0.1644,0.5263,193,15.4669,0.4177,0.25,1,0,1,15.6
مشروع زراعة وإنتاج البهارات والتوابل,زراعي,6889195,0.7,11684309,681585,سعر السوق المنافس,4788 وحدة/كيلو,0.3,تجار جملة ومصانع (B2B),"محلات العطارة، المطاعم، المصانع","وسائل التواصل الاجتماعي, تطبيقات التوصيل",2,2,"التسويق الشفهي, لوحات إعلانية",2,معدات متخصصة,صنعاء,23.6,1,0.2137,0.1624,0.5965,216,15.7455,0.5181,0.125,0,0.5,1,23.6
مصنع صغير لإنتاج الصابون الطبيعي,إنتاجي,20263660,0.73,41504826,2524877,سعر السوق المنافس,3533 وحدة/كيلو,0.27,مختلط,"محلات التجميل، الصيدليات، الأفراد","البيع المباشر, تطبيقات التوصيل",3,1,"التسويق الشفهي, فيسبوك وواتساب",3,"آلات تصنيع، أدوات تغليف",تعز,21.7,1,0.7581,0.6761,0.6491,240,16.8243,0.9072,0.25,1,0,1,21.7
محل بيع مستلزمات الأطفال والألعاب التعليمية,تجاري,8010020,0.71,18721729,1107702,متنوع حسب الصنف,حسب الطلب اليومي,0.29,أفراد (B2C),الأسر التي لديها أطفال,"تطبيقات التوصيل, وسائل التواصل الاجتماعي",3,2,"عروض ترويجية, التسويق الشفهي",2,"أرفف، نظام محاسبي، ثلاجات",إب,17.7,1,0.2593,0.2837,0.614,48,15.8962,0.5725,0.125,1,0.5,1,17.7
